idannonce,etage,surface,surface_terrain,nb_pieces,mensualiteFinance,balcon,eau,bain,dpeC,mapCoordonneesLatitude,mapCoordonneesLongitude,nb_etages,places_parking,cave,annee_construction,nb_toilettes,ascenseur,nb_logements_copro,charges_copro,logement_neuf,duree_int,INSEE_COM,IRIS,CODE_IRIS,GRD_QUART,UU2010,REG,DEP,loyer_m2_median_n7,nb_log_n7,taux_rendement_n7,prix_median_commune,prix_median_type,prix_median_pieces,prix_median_nb_etage,annee_2019,annee_2020,annee_2021,annee_2022,annee_2023,expo_nord,expo_sud,expo_est,expo_ouest,expo_inconnue,chauf_radiateur,chauf_sol,chauf_convecteur,chauf_poele_bois,chauf_pac,chauf_clim_rev,chauf_cheminee,chauf_inconnu,energie_gaz,energie_elec,energie_fioul,energie_bois,energie_inconnue,chauffage_mode_individuel,chauffage_mode_collectif,chauffage_mode_central,chauffage_mode_inconnu,dpe_A,dpe_B,dpe_C,dpe_D,dpe_E,dpe_F,dpe_G,dpe_inconnu,ges_A,ges_B,ges_C,ges_D,ges_E,ges_F,ges_G,ges_inconnu,typedetransaction_pi,typedetransaction_v,typedetransaction_vp,annonce_exclusive_0,annonce_exclusive_Non,annonce_exclusive_Oui,categorie_annonceur_a,categorie_annonceur_b,categorie_annonceur_ca,categorie_annonceur_cm,categorie_annonceur_m,categorie_annonceur_network,typedebien_lite_a,typedebien_lite_m,TYP_IRIS_x_D,TYP_IRIS_x_H,TYP_IRIS_x_Z,TYP_IRIS_y_H,TYP_IRIS_y_Z
guy-hoquet-immo-facile-2674930,0,85,177.0,4,0,0,0,1,312.0,47.73693,7.33259,2,2,0,1903,1,0,29,602.756,0,-772,68224,704,682240704,6822401,68701,44,68,10.12,8,0.059,248000.0,318000.0,260000.0,323978.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
ag681110-285242069,0,79,723.0,3,0,0,0,0,151.0,47.71592,7.31333,3,1,1,2007,1,1,34,1764.15,0,41,68056,101,680560101,6805601,68701,44,68,11.0,54,0.044,178510.0,172000.0,179900.0,174000.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
rodacom-4487081,0,105,403.6,4,0,0,1,1,200.6,47.7598,7.27242,1,1,1,1977,2,0,43,663.364,0,-999,68195,101,681950101,6819501,68701,44,68,10.534,2,0.040799999999999996,324500.0,318000.0,260000.0,310000.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
mgc-295848603-SJ-210330-100257,0,123,496.2,5,0,0,0,0,289.2,47.88652,7.53615,2,3,0,1987,1,0,2,104.0,1,154,68041,0,680410000,6804100,68000,44,68,9.09,1,0.039,326270.0,318000.0,315000.0,323978.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
hektor-girardi-blotzheim-2770,0,101,394.0,5,0,0,0,1,159.0,47.65732,7.44315,1,3,1,2002,1,0,5,285.6,0,8,68309,0,683090000,6830900,68115,44,68,12.38,6,0.041,392000.0,318000.0,315000.0,310000.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
immo-facile-50581392,0,48,384.8,2,0,1,1,0,141.0,48.08795,7.28306,2,1,1,1976,1,0,18,645.6,0,8,68338,0,683380000,6833800,68501,44,68,11.43,14,0.044,250000.0,172000.0,131500.0,190000.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
ag340369-251394220,0,68,523.4,3,0,0,0,0,175.4,47.72882,7.33044,2,1,1,1971,1,1,23,1155.584,0,112,68224,704,682240704,6822401,68701,44,68,10.0,839,0.027,118444.0,172000.0,179900.0,190000.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
guy-hoquet-immo-facile-5798348,0,84,256.0,4,0,0,1,0,313.0,47.7641,7.391,1,2,1,1950,1,0,24,771.4,0,21,68278,106,682780106,6827801,68701,44,68,11.79,5,0.055,339900.0,318000.0,260000.0,310000.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
guy-hoquet-immo-facile-5775397,0,68,1653.2959999999998,4,0,0,0,0,151.0,47.75399,7.30756,4,1,1,1964,1,1,40,1640.0,0,27,68224,1801,682241801,6822401,68701,44,68,9.22,388,0.076,118444.0,172000.0,194400.0,139000.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
mgc-319349366-C-ISS-553-SB,0,135,553.0,5,0,0,0,0,287.8,47.90285,7.25406,1,3,1,1999,2,0,10,29.868000000000002,1,120,68156,0,681560000,6815600,68401,44,68,10.46,2,0.049,322958.0,318000.0,315000.0,310000.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
rodacom-4639752,0,85,528.096,5,0,1,0,1,229.0,47.75524,7.30712,9,2,1,1969,1,0,226,2524.532,0,55,68224,1801,682241801,6822401,68701,44,68,8.57,110,0.107,118444.0,172000.0,230000.0,107450.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
ag681110-377049562,0,120,2080.0,4,0,0,0,1,249.0,47.74942,7.33994,4,2,1,1998,1,1,28,2760.0,0,18,68224,102,682240102,6822401,68701,44,68,9.22,388,0.046,118444.0,172000.0,194400.0,139000.0,0.0,0.0,0.0,0.0,1.0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
ag680824-275311934,4,44,84.674,2,0,0,0,0,260.0,47.60052,7.5451,8,1,1,2018,1,1,64,2047.4,0,94,68297,108,682970108,6829701,68403,44,68,14.0,472,0.083,220000.0,172000.0,131500.0,163500.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
ag681113-301834800,0,91,700.0,5,0,0,0,0,100.8,47.53744,7.16484,1,2,0,2009,2,0,5,519.992,0,246,68305,0,683050000,6830500,68000,44,68,7.41,6,0.062,243560.0,318000.0,315000.0,310000.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
guy-hoquet-immo-facile-6118434,0,95,687.2,5,0,1,0,1,188.8,47.74451,7.33102,4,1,1,1970,1,0,78,3144.0,0,36,68224,201,682240201,6822401,68701,44,68,8.57,110,0.091,118444.0,172000.0,230000.0,139000.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
ag671791-302684421,0,320,2635.4,10,0,0,0,1,120.0,47.76546,7.04181,1,4,0,1953,2,0,2,791.4,0,7,68304,0,683040000,6830400,68000,44,68,8.86,1,0.0316,319112.5,318000.0,447000.0,310000.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
immo-facile-40979536,0,72,205.2,5,0,0,0,1,289.0,47.90808,7.20056,3,1,1,1980,1,0,111,1400.0,0,386,68112,104,681120104,6811201,68401,44,68,7.13,7,0.047,133989.0,172000.0,230000.0,174000.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
immo-facile-adresse-12077923,0,77,182.0,5,0,0,0,1,215.0,48.08988,7.37029,3,1,1,1929,1,0,2,443.2,0,163,68066,401,680660401,6806601,68501,44,68,9.91,10,0.04,351970.0,318000.0,315000.0,315750.0,0.0,0.0,1.0,0.0,0.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
orpi-1-054927E1MADL,3,73,40.980000000000004,3,0,0,0,1,232.0,47.7489,7.35212,3,2,1,1941,1,1,70,0.0,0,-914,68224,603,682240603,6822401,68701,44,68,10.0,839,0.035,118444.0,172000.0,179900.0,174000.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
ag743447-382115944,0,195,918.0,8,0,1,1,1,246.0,48.08289,7.33769,2,1,1,1961,2,0,4,496.4,0,50,68066,601,680660601,6806601,68501,44,68,9.17,1,0.034,351970.0,318000.0,396000.0,323978.0,0.0,0.0,0.0,0.0,1.0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
mgc-381821372-CWE-230411-174833,0,97,650.6,5,0,0,0,0,210.6,47.91343,7.35618,1,4,1,1979,2,0,14,22.334,1,60,68205,0,682050000,6820500,68000,44,68,10.87,3,0.045,322800.0,318000.0,315000.0,310000.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
ag681158-358060549,0,124,391.0,5,0,0,0,1,134.0,47.64209,7.26021,2,3,0,1966,2,0,3,881.2,0,16,68356,0,683560000,6835600,68000,44,68,11.334,1,0.054400000000000004,314500.0,318000.0,315000.0,323978.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
ag681158-301121769,1,80,110.8,4,0,1,1,1,132.0,47.7511,7.38143,10,1,1,1977,1,1,66,3354.0,0,56,68278,104,682780104,6827801,68701,44,68,9.88,28,0.077,160000.0,172000.0,194400.0,118730.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
immo-facile-46980662,0,81,1653.2959999999998,4,0,0,0,1,246.4,47.76575,7.31471,3,1,1,1992,1,0,116,2146.93,0,275,68256,103,682560103,6825601,68701,44,68,9.43,24,0.066,160000.0,172000.0,194400.0,174000.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
rodacom-4426186,3,63,723.0,3,0,0,0,1,216.8,47.72364,7.31504,3,1,0,2022,1,1,67,1346.0,1,-914,68056,101,680560101,6805601,68701,44,68,11.0,54,0.039,178510.0,172000.0,179900.0,174000.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
151428891,0,105,1347.4,5,730,0,1,1,0.0,47.4622,7.40901,2,3,0,1877,2,0,5,553.592,0,0,68380,0,683800000,6838000,68000,44,68,11.44,6,0.0408,408700.0,318000.0,315000.0,323978.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
orpi-1-054927E1PC3B,1,66,150.458,3,0,0,0,1,109.0,47.68829,7.50488,2,1,1,2016,1,1,34,0.0,0,-991,68163,0,681630000,6816300,68205,44,68,11.44,50,0.052,200100.0,172000.0,179900.0,190000.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
ag681237-381833764,0,110,492.4,5,0,0,1,2,358.0,48.01857,7.52884,1,3,1,1995,2,0,5,452.0,0,46,68231,0,682310000,6823100,68202,44,68,10.01,2,0.035199999999999995,229900.0,318000.0,315000.0,310000.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
hektor-mhimmobilier-1408,0,140,1239.0,5,0,0,1,1,237.4,47.79562,7.10939,2,2,1,1983,2,0,18,412.0,0,199,68334,102,683340102,6833401,68402,44,68,8.31,2,0.033,226380.0,318000.0,315000.0,323978.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
guy-hoquet-immo-facile-4531946,0,77,2091.8,4,0,0,1,0,266.0,47.73597,7.33676,3,1,1,1940,1,0,8,275.0,0,261,68224,704,682240704,6822401,68701,44,68,9.22,388,0.045,118444.0,172000.0,194400.0,174000.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
hektor-homeettoits-106,1,63,132.0,3,0,1,0,1,92.0,48.07775,7.35796,3,1,1,2010,1,1,44,1524.0,0,195,68066,102,680660102,6806601,68501,44,68,10.63,512,0.04,181000.0,172000.0,179900.0,174000.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
guy-hoquet-immo-facile-5790678,0,150,400.0,7,0,0,1,1,440.0,47.63283,7.10136,2,4,1,1867,2,0,14,658.8520000000001,0,64,68268,0,682680000,6826800,68201,44,68,6.928,1,0.0344,227854.0,318000.0,380000.0,323978.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
hektor-robischung-2542,0,97,1642.0,5,0,0,0,1,295.0,47.6028,7.41079,2,4,0,1985,1,0,3,328.392,0,9,68132,0,681320000,6813200,68000,44,68,9.65,1,0.038,337000.0,318000.0,315000.0,323978.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
hektor-MAYAIMMO2020-1736,0,245,1002.0,7,0,0,0,3,146.0,47.58753,7.42426,3,2,0,2006,3,0,5,868.8,0,-900,68264,0,682640000,6826400,68000,44,68,12.425999999999998,1,0.0498,540000.0,318000.0,380000.0,315750.0,0.0,1.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
rodacom-4956621,1,85,350.6,4,0,0,0,1,242.2,48.07775,7.35796,3,1,0,2021,1,1,23,2012.2,0,119,68066,102,680660102,6806601,68501,44,68,9.98,190,0.037,181000.0,172000.0,194400.0,174000.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
ag681237-284801579,0,94,350.6,4,0,1,0,1,173.0,48.07944,7.34911,4,1,0,1942,1,1,24,1445.4,0,-1111,68066,603,680660603,6806601,68501,44,68,9.98,190,0.059,181000.0,172000.0,194400.0,139000.0,0.0,0.0,1.0,0.0,0.0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
ag681425-352846435,0,112,199.0,5,0,0,1,0,228.0,47.79582,7.31921,1,3,1,1976,2,0,7,68.0,0,78,68166,105,681660105,6816601,68701,44,68,11.04,4,0.057,286300.0,318000.0,315000.0,310000.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
ag671791-283067261,3,69,2106.0,4,0,1,0,1,291.0,47.73166,7.30749,4,2,1,1970,1,0,37,1300.0,0,-1104,68224,801,682240801,6822401,68701,44,68,9.22,388,0.095,118444.0,172000.0,194400.0,139000.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
gedeon-25096567,0,45,511.8,2,0,0,0,1,154.6,47.76974,7.30251,3,1,1,2022,1,1,142,1579.5459999999998,0,64,68256,102,682560102,6825601,68701,44,68,11.52,69,0.037,160000.0,172000.0,131500.0,174000.0,0.0,0.0,0.0,1.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
ag681158-320177997,0,263,1149.0,8,0,0,0,3,166.4,47.7424,7.40148,2,2,1,1955,3,0,2,496.4,0,28,68278,101,682780101,6827801,68701,44,68,9.47,1,0.04,339900.0,318000.0,396000.0,323978.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
immo-facile-43845941,2,74,110.8,4,0,0,1,0,218.2,47.74746,7.3905,3,1,1,2017,1,1,16,2967.0,0,26,68278,101,682780101,6827801,68701,44,68,9.88,28,0.037,160000.0,172000.0,194400.0,174000.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
iad-france-1226850,0,69,508.896,3,0,0,0,0,231.0,47.7485,7.32504,3,0,1,1942,1,0,24,592.0,0,85,68224,302,682240302,6822401,68701,44,68,10.0,839,0.084,118444.0,172000.0,179900.0,174000.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
immo-facile-48298667,0,112,886.0,5,0,0,1,0,351.0,47.87454,7.3146,1,2,0,1972,1,0,13,22.334,0,9,68343,0,683430000,6834300,68207,44,68,9.74,3,0.047,280850.0,318000.0,315000.0,310000.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
hektor-MAYAIMMO2020-2215,0,83,130.08800000000002,4,0,0,0,1,181.0,47.54799,7.3193,2,3,1,2008,1,1,52,1180.8,0,87,68355,0,683550000,6835500,68113,44,68,9.13,4,0.037,187500.0,172000.0,194400.0,190000.0,0.0,0.0,0.0,1.0,0.0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
immo-facile-46083828,0,117,350.6,4,0,0,0,0,165.0,48.07393,7.34098,2,1,1,1938,1,0,10,910.0,0,78,68066,902,680660902,6806601,68501,44,68,9.98,190,0.059,181000.0,172000.0,194400.0,190000.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
